Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,Marathon Livernois,4930 Livernois,,Detroit,MI,48120,,313-262-6722,E,,Public,,,,,,,,4.0,,RED_E,https://www.redecharge.com,GPS,42.336687029113,-83.123943005525,2026-08-09,400387,2026-08-09 05:13:06 UTC,,,,2025-01-30,,,,,J1772COMBO,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Broad St Holly,309 S Broad St,,Holly,MI,48442,,313-262-6722,E,,Public,,,,,,,2.0,,,RED_E,https://www.redecharge.com,GPS,42.7904,-83.62626,2026-08-09,400390,2026-08-09 05:13:07 UTC,,,,2024-12-10,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Beth Eden Church,15820 Wyoming,,Detroit,MI,48238,,313-262-6722,E,,Public,,,,,,,2.0,,,RED_E,https://www.redecharge.com,GPS,42.408225014963,-83.159658304518,2026-08-09,400403,2026-08-09 05:13:09 UTC,,,,2024-12-22,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Voran Funeral Home Taylor,23750 Goddard Rd,,Taylor,MI,48180,,313-262-6722,E,,Public,,,,,,,2.0,,,RED_E,https://www.redecharge.com,GPS,42.2268914016,-83.2665602632,2026-08-09,400404,2026-08-09 05:13:09 UTC,,,,2024-12-22,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Voran Funeral Home Dearborn,23701 Ford Rd,,Dearborn,MI,48128,,313-262-6722,E,,Public,,,,,,,2.0,,,RED_E,https://www.redecharge.com,GPS,42.3268540996,-83.2694759419,2026-08-09,400405,2026-08-09 05:13:09 UTC,,,,2024-12-22,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,IVY Lofts,2219 Coolidge Hwy,,Berkley,MI,48072,,313-262-6722,E,,Public,,,,,,,4.0,,,RED_E,https://www.redecharge.com,GPS,42.492887516206,-83.18418205499,2026-08-09,400407,2026-08-09 05:13:09 UTC,,,,2024-12-30,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,555 Apartment Building,555 South Old Woodard Ave,,Birmingham,MI,48009,,313-262-6722,E,,Public,,,,,,,4.0,,,RED_E,https://www.redecharge.com,GPS,42.54266921644,-83.2098935067,2026-08-09,400408,2026-08-09 05:13:10 UTC,,,,2024-12-30,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Westfield Group,13300 Foley St,,Detroit,MI,48227,,313-262-6722,E,,Public,,,,,,,2.0,,,RED_E,https://www.redecharge.com,GPS,42.37987,-83.17616,2026-08-09,400410,2026-08-09 05:13:10 UTC,,,,2024-12-30,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Legends Grand River,13915 Grand River Ave,,Detroit,MI,48227,,313-262-6722,E,,Public,,,,,,,4.0,,,RED_E,https://www.redecharge.com,GPS,42.38565,-83.18186,2026-08-09,400411,2026-08-09 05:13:10 UTC,,,,2024-12-30,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Twins Auto Glenmore,19340 Glenmore,,Redford Charger Twp,MI,48127,,313-262-6722,E,,Public,,,,,,,4.0,,,RED_E,https://www.redecharge.com,GPS,42.43085,-83.2953,2026-08-09,400412,2026-08-09 05:13:10 UTC,,,,2024-12-30,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Warren Ann BP,22640 W Warren Ave,,Detroit,MI,48,,313-262-6722,E,,Public,,,,,,,2.0,,,RED_E,https://www.redecharge.com,GPS,42.34201,-83.26194,2026-08-09,400413,2026-08-09 05:13:10 UTC,,,,2024-12-30,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Twins Auto Sales 25645,25645 Grand River,,Redford Charter Twp,MI,48240,,313-262-6722,E,,Public,,,,,,,2.0,,,RED_E,https://www.redecharge.com,GPS,42.43085,-83.2953,2026-08-09,400414,2026-08-09 05:13:10 UTC,,,,2024-12-30,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,City of Huntington Woods,26815 Scotia,,Huntington Woods,MI,48070,,313-262-6722,E,,Public,,,,,,,2.0,,,RED_E,https://www.redecharge.com,GPS,42.4887,-83.17386,2026-08-09,400415,2026-08-09 05:13:10 UTC,,,,2024-12-30,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Twins Auto Sales 24310,24310 Grand River,,Redford Charter Twp,MI,48240,,313-262-6722,E,,Public,,,,,,,2.0,,,RED_E,https://www.redecharge.com,GPS,42.42614,-83.28019,2026-08-09,400417,2026-08-09 05:13:11 UTC,,,,2024-12-30,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,AMH Chiropractic,24748 W Warren Ave,,Dearborn Heights,MI,48127,,313-262-6722,E,,Public,,,,,,,2.0,,,RED_E,https://www.redecharge.com,GPS,42.34161,-83.28149,2026-08-09,400418,2026-08-09 05:13:11 UTC,,,,2024-12-30,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Best Western Livonia,16999 S Laurel Park Dr.,,Livonia,MI,48154,,313-262-6722,E,,Public,,,,,,,4.0,,,RED_E,https://www.redecharge.com,GPS,42.40955,-83.42002,2026-08-09,400419,2026-08-09 05:13:11 UTC,,,,2024-12-30,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Royal Food,11893 Globe St,,Livonia,MI,48150,,313-262-6722,E,,Public,,,,,,,5.0,,,RED_E,https://www.redecharge.com,GPS,42.37022,-83.41027,2026-08-09,400420,2026-08-09 05:13:11 UTC,,,,2024-12-30,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Greater Grace Temple,23500 W. 7 Mile Rd,,Detroit,MI,48219,,313-262-6722,E,,Public,,,,,,,8.0,,,RED_E,https://www.redecharge.com,GPS,42.43025,-83.2712,2026-08-09,400421,2026-08-09 05:13:11 UTC,,,,2024-12-27,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Greater Emmanuel Institutional,19190 Shaefer Hwy,,Detroit,MI,48235,,313-262-6722,E,,Public,,,,,,,4.0,,,RED_E,https://www.redecharge.com,GPS,42.4315,-83.17993,2026-08-09,400422,2026-08-09 05:13:11 UTC,,,,2024-12-27,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Dexter Avenue Baptist Church,3350 W Davison St,,Detroit,MI,48238,,313-262-6722,E,,Public,,,,,,,4.0,,,RED_E,https://www.redecharge.com,GPS,42.390039591321,-83.13055560187,2026-08-09,400423,2026-08-09 05:13:12 UTC,,,,2024-12-27,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,The Yunion,1129 Oakman Blvd,,Detroit,MI,48238,,313-262-6722,E,,Public,,,,,,,2.0,,,RED_E,https://www.redecharge.com,GPS,42.40051,-83.11769,2026-08-09,400424,2026-08-09 05:13:12 UTC,,,,2025-02-13,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Pilgrim Baptist Church,18474 Binder,,Detroit,MI,48234,,313-262-6722,E,,Public,,,,,,,2.0,,,RED_E,https://www.redecharge.com,GPS,42.42842,-83.06333,2026-08-09,400425,2026-08-09 05:13:12 UTC,,,,2024-12-30,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Serra Ford Farmington Hills,39300 W 10 Mile Rd,,Farmington Hills,MI,48335,,313-262-6722,E,,Public,,,,,,,6.0,4.0,,RED_E,https://www.redecharge.com,GPS,42.4690553083,-83.4337962239,2026-08-09,400429,2026-08-09 05:13:13 UTC,,,,2025-01-06,,,,,J1772 J1772COMBO,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,WSU Parking Structure 2,5150 Service Drive,,Detroit,MI,48202,,313-262-6722,E,,Public,,,,,,,6.0,,,RED_E,https://www.redecharge.com,GPS,42.355967,-83.07378,2026-08-09,400430,2026-08-09 05:13:13 UTC,,,,2025-01-07,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,WSU Parking Structure 5,5501 Anthony Wayne Dr,,Detroit,MI,48202,,313-262-6722,E,,Public,,,,,,,6.0,,,RED_E,https://www.redecharge.com,GPS,42.35794005,-83.0742115,2026-08-09,400431,2026-08-09 05:13:13 UTC,,,,2025-01-07,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,WSU Parking Structure 1,450 W Palmer Ave,,Detroit,MI,48202,,313-262-6722,E,,Public,,,,,,,6.0,,,RED_E,https://www.redecharge.com,GPS,42.3617691,-83.0710994,2026-08-09,400432,2026-08-09 05:13:14 UTC,,,,2025-01-07,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,West Houghton Lake Camp Ground,9371 W Houghton Lake Dr,,Houghton Lake,MI,48629,,313-262-6722,E,,Public,,,,,,,2.0,,,RED_E,https://www.redecharge.com,GPS,44.34092,-84.79562,2026-08-09,400433,2026-08-09 05:13:14 UTC,,,,2025-01-07,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Best Western Clare,10100 S Clare Ave,,Clare,MI,48617,,313-262-6722,E,,Public,,,,,,,2.0,,,RED_E,https://www.redecharge.com,GPS,43.84123,-84.77108,2026-08-09,400435,2026-08-09 05:13:14 UTC,,,,2025-01-08,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Lord of Lords Church Red E,9341 Chalmers,,Detroit,MI,48213,,313-262-6722,E,,Public,,,,,,,2.0,,,RED_E,https://www.redecharge.com,GPS,42.407456371454,-82.9664962503,2026-08-09,400436,2026-08-09 05:13:14 UTC,,,,2025-01-08,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Mount Hermon Baptist Church,3225 Deacon,,Detroit,MI,48217,,313-262-6722,E,,Public,,,,,,,2.0,,,RED_E,https://www.redecharge.com,GPS,42.261999469535,-83.15810980024,2026-08-09,400437,2026-08-09 05:13:14 UTC,,,,2025-01-08,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,D2 Solar,4840 Mount Elliot,,Detroit,MI,48207,,313-262-6722,E,,Public,,,,,,,2.0,,,RED_E,https://www.redecharge.com,GPS,42.37016764823,-83.02707523995,2026-08-09,400438,2026-08-09 05:13:14 UTC,,,,2025-01-09,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Perfecting Church,7616 Nevada Avenue,,Detroit,MI,48234,,313-262-6722,E,,Public,,,,,,,4.0,,,RED_E,https://www.redecharge.com,GPS,42.42715,-83.02578,2026-08-09,400440,2026-08-09 05:13:15 UTC,,,,2024-12-30,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,City View Lofts,109 West Washington Ave,,Jackson,MI,49201,,313-262-6722,E,,Public,,,,,,,2.0,,,RED_E,https://www.redecharge.com,GPS,42.24526,-84.40627,2026-08-09,400441,2026-08-09 05:13:15 UTC,,,,2025-01-10,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Third New Hope,12850 Plymouth Road,,Detroit,MI,48227,,313-262-6722,E,,Public,,,,,,,4.0,,,RED_E,https://www.redecharge.com,GPS,42.373611,-83.1702152,2026-08-09,400442,2026-08-09 05:13:15 UTC,,,,2025-01-10,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Great Faith Ministries,10735 Grand River Avenue,,Detroit,MI,48204,,313-262-6722,E,,Public,,,,,,,4.0,,,RED_E,https://www.redecharge.com,GPS,42.37314475146,-83.1496557009,2026-08-09,400443,2026-08-09 05:13:15 UTC,,,,2025-01-10,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Gesu School,17139 Oak Drive,,Detroit,MI,48221,,313-262-6722,E,,Public,,,,,,,4.0,,,RED_E,https://www.redecharge.com,GPS,42.417827520082,-83.13844462973,2026-08-09,400445,2026-08-09 05:13:15 UTC,,,,2024-12-30,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Gethsemane MBC,29066 Eton Street,,Westland,MI,48186,,313-262-6722,E,,Public,,,,,,,4.0,,,RED_E,https://www.redecharge.com,GPS,42.273785161185,-83.3266145882,2026-08-09,400447,2026-08-09 05:13:16 UTC,,,,2025-01-22,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Tibbs Inc,72 Auburn Ave,,Pontiac,MI,48342,,313-262-6722,E,,Public,,,,,,,2.0,,,RED_E,https://www.redecharge.com,GPS,42.63392,-83.288102,2026-08-09,400448,2026-08-09 05:13:16 UTC,,,,2025-01-24,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Moran Buick GMC Taylor,14000 Telegraph Rd,,Taylor,MI,48180,,313-262-6722,E,,Public,,,,,,,4.0,,,RED_E,https://www.redecharge.com,GPS,42.20458,-83.26945,2026-08-09,400449,2026-08-09 05:13:16 UTC,,,,2025-01-24,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Research Lofts,5766 Trumbull,,Detroit,MI,48208,,313-262-6722,E,,Public,,,,,,,4.0,,,RED_E,https://www.redecharge.com,GPS,42.35889,-83.08202,2026-08-09,400450,2026-08-09 05:13:17 UTC,,,,2025-01-24,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Madonna University L2 EV,36600 Schoolcraft Rd,,Livonia,MI,48180,,313-262-6722,E,,Public,,,,,,,4.0,,,RED_E,https://www.redecharge.com,GPS,42.38323,-83.4058,2026-08-09,400452,2026-08-09 05:13:17 UTC,,,,2025-01-24,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Embassy Suites Livonia,19525 Victor Pkwy,,Livonia,MI,48152,,313-262-6722,E,,Public,,,,,,,,2.0,,RED_E,https://www.redecharge.com,GPS,42.43097,-83.42437,2026-08-09,400453,2026-08-09 05:13:17 UTC,,,,2025-01-25,,,,,J1772COMBO,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Brush Watson Apartments,434 Watson St,,Detroit,MI,48201,,313-262-6722,E,,Public,,,,,,,79.0,,,RED_E,https://www.redecharge.com,GPS,42.34654563434,-83.0515077482,2026-08-09,400454,2026-08-09 05:13:17 UTC,,,,2025-01-23,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,St Suzanne,19321 West Chicago,,Detroit,MI,48228,,313-262-6722,E,,Public,,,,,,,2.0,,,RED_E,https://www.redecharge.com,GPS,42.363730310619,-83.2305090062,2026-08-09,400455,2026-08-09 05:13:19 UTC,,,,2025-01-30,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,G and R Machine Tool,20410 Superior Rd,,Taylor,MI,48180,,313-262-6722,E,,Public,,,,,,,,2.0,,RED_E,https://www.redecharge.com,GPS,42.20637,-83.23285,2026-08-09,400456,2026-08-09 05:13:19 UTC,,,,2025-01-27,,,,,J1772COMBO,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Church of the Messiah,231 E Grand Boulevard,,Detroit,MI,48207,,313-262-6722,E,,Public,,,,,,,2.0,,,RED_E,https://www.redecharge.com,GPS,42.35056596851,-83.004611486,2026-08-09,400457,2026-08-09 05:13:19 UTC,,,,2025-01-28,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,WSU Parking Structure 4,545 E Canfield St,,Detroit,MI,48201,,313-262-6722,E,,Public,,,,,,,6.0,,,RED_E,https://www.redecharge.com,GPS,42.355909642993,-83.05520053558,2026-08-09,400459,2026-08-09 05:13:19 UTC,,,,2025-01-07,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Waldenwoods Resort and Conference Center,2975 Old US 23,,Howell,MI,48855,,313-262-6722,E,,Public,,,,,,,3.0,,,RED_E,https://www.redecharge.com,GPS,42.64717,-83.75825,2026-08-09,400461,2026-08-09 05:13:20 UTC,,,,2024-12-19,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Huntington Place Detroit EV Lot,1 Washington Blvd,,Detroit,MI,48226,,313-262-6722,E,,Public,,,,,,,6.0,,,RED_E,https://www.redecharge.com,GPS,42.32728,-83.0487,2026-08-09,400462,2026-08-09 05:13:20 UTC,,,,2025-01-30,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Twins Auto 24560,24560 Grand River,,Detroit,MI,48219,,313-262-6722,E,,Public,,,,,,,2.0,,,RED_E,https://www.redecharge.com,GPS,42.42755,-83.28377,2026-08-09,400463,2026-08-09 05:13:20 UTC,,,,2025-01-31,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Midland Ford Lincoln,500 Joe Mann Blvd,,Midland,MI,48642,,313-262-6722,E,,Public,,,,,,,6.0,,,RED_E,https://www.redecharge.com,GPS,43.659108858,-84.2316526413,2026-08-09,400464,2026-08-09 05:13:21 UTC,,,,2025-02-07,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Shell Brighton,8281 Grand River Ave,,Brighton,MI,48114,,313-262-6722,E,,Public,,,,,,,,4.0,,RED_E,https://www.redecharge.com,GPS,42.54997,-83.78878,2026-08-09,400465,2026-08-09 05:13:21 UTC,,,,2025-01-31,,,,,J1772COMBO,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Mobil Madison,25031 Dequindre Rd,,Madison Heights,MI,48707,,313-262-6722,E,,Public,,,,,,,,4.0,,RED_E,https://www.redecharge.com,GPS,42.476694887119,-83.085097272,2026-08-09,400466,2026-08-09 05:13:21 UTC,,,,2025-01-31,,,,,J1772COMBO,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,ARMI Ministries,703 Newport,,Detroit,MI,48215,,313-262-6722,E,,Public,,,,,,,1.0,,,RED_E,https://www.redecharge.com,GPS,42.369381510625,-82.94515911607,2026-08-09,400467,2026-08-09 05:13:21 UTC,,,,2025-01-31,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Concord Market BP,32751 Concord Dr,,Madison Heights,MI,48071,,313-262-6722,E,,Public,,,,,,,,4.0,,RED_E,https://www.redecharge.com,GPS,42.53342,-83.11234,2026-08-09,400469,2026-08-09 05:13:22 UTC,,,,2025-02-07,,,,,J1772COMBO,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Compass and Clever,12454 East D Ave,,Richland,MI,49083,,313-262-6722,E,,Public,,,,,,,2.0,,,RED_E,https://www.redecharge.com,GPS,42.3701905042,-85.3879684631,2026-08-09,400472,2026-08-09 05:13:23 UTC,,,,2025-02-18,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Tall Timbers at Greenspire,8280 Shirley Ct,,Portage,MI,49024,,313-262-6722,E,,Public,,,,,,,4.0,,,RED_E,https://www.redecharge.com,GPS,42.19704,-85.63152,2026-08-09,400474,2026-08-09 05:13:23 UTC,,,,2025-03-17,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Wesco Norton Shores MI,1025 E Pontaluna Rd,,Norton Shores,MI,49456,,313-262-6722,E,,Public,,,,,,,,2.0,,RED_E,https://www.redecharge.com,GPS,43.13169742962,-86.2205142166,2026-08-09,400475,2026-08-09 05:13:23 UTC,,,,2025-03-18,,,,,J1772COMBO,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,JP OSullivan,9300 Enterprise Dr,,Holly,MI,48442,,313-262-6722,E,,Public,,,,,,,3.0,,,RED_E,https://www.redecharge.com,GPS,42.89092298969,-83.62113138685,2026-08-09,400477,2026-08-09 05:13:23 UTC,,,,2025-02-24,,,,,J1772,US,,,,Public,,public,,,WORKPLACE,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,ChillBox 9039 Dearborn Heights,7105 N Telegraph Rd,,Dearborn Heights,MI,48127,,313-262-6722,E,,Public,,,,,,,,6.0,,RED_E,https://www.redecharge.com,GPS,42.34101,-83.27395,2026-08-09,400480,2026-08-09 05:13:24 UTC,,,,2025-02-27,,,,,J1772COMBO,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Goddard Amoco,19141 Goddard,,Southgate,MI,48195,,313-262-6722,E,,Public,,,,,,,,4.0,,RED_E,https://www.redecharge.com,GPS,42.2272,-83.22956,2026-08-09,400481,2026-08-09 05:13:24 UTC,,,,2025-02-27,,,,,J1772COMBO,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Serra Ford Rochester Hills,2890 S Rochester Rd,,Rochester Hills,MI,48037,,313-262-6722,E,,Public,,,,,,,4.0,2.0,,RED_E,https://www.redecharge.com,GPS,42.63837235545,-83.13410381785,2026-08-09,400482,2026-08-09 05:13:25 UTC,,,,2025-02-28,,,,,J1772 J1772COMBO,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Mission Ford of Dearborn,14585 Michigan Ave,,Dearborn,MI,48162,,313-262-6722,E,,Public,,,,,,,7.0,4.0,,RED_E,https://www.redecharge.com,GPS,42.319007,-83.185252,2026-08-09,400483,2026-08-09 05:13:25 UTC,,,,2025-03-10,,,,,J1772 J1772COMBO,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Birmingham Pointe Private,707 S Worth St,,Birmingham,MI,48009,,313-262-6722,E,,Public,,,,,,,40.0,,,RED_E,https://www.redecharge.com,GPS,42.54185,-83.20571,2026-08-09,400487,2026-08-09 05:13:26 UTC,,,,2025-03-11,,,,,J1772,US,,,,Public,,public,,,FLEET_GARAGE,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Traverse City Light and Power,1131 Hastings St,,Traverse City,MI,49686,,313-262-6722,E,,Public,,,,,,,2.0,,,RED_E,https://www.redecharge.com,GPS,44.74673,-85.592228872863,2026-08-09,400489,2026-08-09 05:13:28 UTC,,,,2025-02-24,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,First Baptist Institutional,17101 W 7 Mile Rd,,Detroit,MI,48235,,313-262-6722,E,,Public,,,,,,,10.0,,,RED_E,https://www.redecharge.com,GPS,42.429708671995,-83.211681089345,2026-08-09,400493,2026-08-09 05:13:33 UTC,,,,2025-03-21,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Dick Scott Motor Mall,3030 Fowlerville Rd,,Fowlerville,MI,48836,,313-262-6722,E,,Public,,,,,,,,2.0,,RED_E,https://www.redecharge.com,GPS,42.64394,-84.07109,2026-08-09,400495,2026-08-09 05:13:33 UTC,,,,2025-04-07,,,,,J1772COMBO,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,MiSide,5716 Michigan Ave,,Detroit,MI,48210,,313-262-6722,E,,Public,,,,,,,4.0,,,RED_E,https://www.redecharge.com,GPS,42.331573967982,-83.113514645738,2026-08-09,400496,2026-08-09 05:13:33 UTC,,,,2025-03-27,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Fellowship Chapel,7707 W. Outer Drive,,Detroit,MI,48235,,313-262-6722,E,,Public,,,,,,,8.0,,,RED_E,https://www.redecharge.com,GPS,42.419074998908,-83.211980632225,2026-08-09,400498,2026-08-09 05:13:34 UTC,,,,2025-04-14,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
